"Description","Elevation","Latitude","Longitude"
"Fiemme_Fassa_trk 449",915.9,46.281566,11.515456
"Fiemme_Fassa_trk 450",917.9,46.281566,11.515859
"Fiemme_Fassa_trk 451",918.6,46.281596,11.516145
"Fiemme_Fassa_trk 452",917.3,46.281608,11.516444
"Fiemme_Fassa_trk 453",913.0,46.281614,11.516977
"Fiemme_Fassa_trk 454",911.1,46.28159,11.517249
"Fiemme_Fassa_trk 455",907.8,46.281497,11.51779
"Fiemme_Fassa_trk 456",909.7,46.281332,11.51873
"Fiemme_Fassa_trk 457",909.2,46.281298,11.519065
"Fiemme_Fassa_trk 458",907.9,46.281298,11.519468
"Fiemme_Fassa_trk 459",905.8,46.281334,11.519872
"Fiemme_Fassa_trk 460",902.9,46.281423,11.52033
"Fiemme_Fassa_trk 461",902.4,46.281541,11.520686
"Fiemme_Fassa_trk 462",902.6,46.281713,11.521071
"Fiemme_Fassa_trk 463",904.3,46.282133,11.521999
"Fiemme_Fassa_trk 464",904.4,46.282141,11.522038
"Fiemme_Fassa_trk 465",904.7,46.282131,11.522089
"Fiemme_Fassa_trk 466",904.9,46.282094,11.522127
"Fiemme_Fassa_trk 467",904.8,46.282058,11.522138
"Fiemme_Fassa_trk 468",904.7,46.282013,11.522149
"Fiemme_Fassa_trk 469",904.6,46.281985,11.522187
"Fiemme_Fassa_trk 470",904.4,46.281965,11.522277
"Fiemme_Fassa_trk 471",904.4,46.281981,11.522355
"Fiemme_Fassa_trk 472",904.4,46.282059,11.522515
"Fiemme_Fassa_trk 473",903.7,46.282207,11.522742
"Fiemme_Fassa_trk 474",903.2,46.282326,11.523046
"Fiemme_Fassa_trk 475",903.3,46.282495,11.523547
"Fiemme_Fassa_trk 476",904.2,46.282629,11.524007
"Fiemme_Fassa_trk 477",904.7,46.282696,11.524218
"Fiemme_Fassa_trk 478",905.1,46.282755,11.524403
"Fiemme_Fassa_trk 479",905.4,46.282813,11.524652
"Fiemme_Fassa_trk 480",905.4,46.282827,11.524808
"Fiemme_Fassa_trk 481",905.4,46.282823,11.524977
"Fiemme_Fassa_trk 482",905.7,46.282783,11.525196
"Fiemme_Fassa_trk 483",906.9,46.282644,11.525761
"Fiemme_Fassa_trk 484",907.9,46.28254,11.526002
"Fiemme_Fassa_trk 485",909.1,46.282425,11.526309
"Fiemme_Fassa_trk 486",909.3,46.282386,11.526437
"Fiemme_Fassa_trk 487",909.7,46.282326,11.526694
"Fiemme_Fassa_trk 488",910.0,46.282276,11.526912
"Fiemme_Fassa_trk 489",908.9,46.282081,11.527617
"Fiemme_Fassa_trk 490",910.0,46.281858,11.52836
"Fiemme_Fassa_trk 491",909.8,46.281721,11.528821
"Fiemme_Fassa_trk 492",910.5,46.281642,11.529142
"Fiemme_Fassa_trk 493",910.6,46.281601,11.52936
"Fiemme_Fassa_trk 494",910.6,46.281558,11.529696
"Fiemme_Fassa_trk 495",911.1,46.28152,11.530175
"Fiemme_Fassa_trk 496",912.2,46.281414,11.531299
"Fiemme_Fassa_trk 497",916.9,46.281331,11.532217
"Fiemme_Fassa_trk 498",919.0,46.28126,11.532967
"Fiemme_Fassa_trk 499",924.6,46.281191,11.533677
"Fiemme_Fassa_trk 500",929.7,46.281128,11.534453
"Fiemme_Fassa_trk 501",937.7,46.281046,11.535306
"Fiemme_Fassa_trk 502",940.5,46.28099,11.535836
"Fiemme_Fassa_trk 503",950.1,46.280846,11.537036
"Fiemme_Fassa_trk 504",956.0,46.280726,11.537978
"Fiemme_Fassa_trk 505",957.7,46.280699,11.538367
"Fiemme_Fassa_trk 506",957.5,46.280702,11.538652
"Fiemme_Fassa_trk 507",954.5,46.280751,11.538888
"Fiemme_Fassa_trk 508",952.5,46.280785,11.538981
"Fiemme_Fassa_trk 509",952.5,46.280785,11.538981
"Fiemme_Fassa_trk 510",949.6,46.280836,11.539113
"Fiemme_Fassa_trk 511",939.2,46.281036,11.539408
"Fiemme_Fassa_trk 512",928.3,46.281431,11.539893
"Fiemme_Fassa_trk 513",925.6,46.281676,11.540203
"Fiemme_Fassa_trk 514",923.1,46.281886,11.540472
"Fiemme_Fassa_trk 515",920.7,46.282133,11.540692
"Fiemme_Fassa_trk 516",921.3,46.282202,11.540825
"Fiemme_Fassa_trk 517",922.8,46.282225,11.540995
"Fiemme_Fassa_trk 518",925.4,46.282254,11.54132
"Fiemme_Fassa_trk 519",927.4,46.282247,11.541619
"Fiemme_Fassa_trk 520",929.6,46.282214,11.54189
"Fiemme_Fassa_trk 521",930.2,46.282221,11.542007
"Fiemme_Fassa_trk 522",930.1,46.282245,11.542151
"Fiemme_Fassa_trk 523",928.6,46.282301,11.542426
"Fiemme_Fassa_trk 524",927.1,46.282386,11.542663
"Fiemme_Fassa_trk 525",926.9,46.282539,11.543086
"Fiemme_Fassa_trk 526",928.7,46.282631,11.543376
"Fiemme_Fassa_trk 527",930.6,46.282697,11.543665
"Fiemme_Fassa_trk 528",931.7,46.282718,11.543925
"Fiemme_Fassa_trk 529",932.5,46.282705,11.544119
"Fiemme_Fassa_trk 530",933.4,46.282683,11.544287
"Fiemme_Fassa_trk 531",934.7,46.282626,11.544427
"Fiemme_Fassa_trk 532",935.7,46.282577,11.544607
"Fiemme_Fassa_trk 533",935.5,46.2825,11.544837
"Fiemme_Fassa_trk 534",935.1,46.28246,11.545003
"Fiemme_Fassa_trk 535",935.1,46.282374,11.545246
"Fiemme_Fassa_trk 536",935.3,46.282278,11.545488
"Fiemme_Fassa_trk 537",935.8,46.282147,11.545729
"Fiemme_Fassa_trk 538",936.3,46.282016,11.545957
"Fiemme_Fassa_trk 539",937.4,46.281858,11.546196
"Fiemme_Fassa_trk 540",939.1,46.281653,11.546498
"Fiemme_Fassa_trk 541",939.7,46.281559,11.546662
"Fiemme_Fassa_trk 542",939.9,46.281465,11.546866
"Fiemme_Fassa_trk 543",940.3,46.281323,11.547145
"Fiemme_Fassa_trk 544",942.6,46.281088,11.547627
"Fiemme_Fassa_trk 545",944.1,46.281001,11.547896
"Fiemme_Fassa_trk 546",944.8,46.28096,11.548114
"Fiemme_Fassa_trk 547",946.1,46.280909,11.548385
"Fiemme_Fassa_trk 548",947.2,46.280881,11.548409
"Fiemme_Fassa_trk 549",947.6,46.280873,11.548344
"Fiemme_Fassa_trk 550",947.6,46.280887,11.548124
"Fiemme_Fassa_trk 551",947.6,46.280901,11.547904
"Fiemme_Fassa_trk 552",947.0,46.280931,11.547775
"Fiemme_Fassa_trk 553",945.7,46.280988,11.547648
"Fiemme_Fassa_trk 554",945.6,46.281009,11.547533
"Fiemme_Fassa_trk 555",945.8,46.28101,11.547481
"Fiemme_Fassa_trk 556",945.8,46.28101,11.547481
"Fiemme_Fassa_trk 557",945.8,46.28101,11.547481
"Fiemme_Fassa_trk 558",946.6,46.280993,11.547415
"Fiemme_Fassa_trk 559",947.5,46.280967,11.547375
"Fiemme_Fassa_trk 560",950.6,46.280859,11.547383
"Fiemme_Fassa_trk 561",958.9,46.280569,11.547486
"Fiemme_Fassa_trk 562",962.3,46.280467,11.547611
"Fiemme_Fassa_trk 563",966.3,46.28038,11.547867
"Fiemme_Fassa_trk 564",968.8,46.280337,11.548176
"Fiemme_Fassa_trk 565",969.8,46.280324,11.548384
"Fiemme_Fassa_trk 566",970.7,46.280318,11.548643
"Fiemme_Fassa_trk 567",970.1,46.28033,11.548929
"Fiemme_Fassa_trk 568",967.5,46.280377,11.54923
"Fiemme_Fassa_trk 569",965.2,46.280416,11.549504
"Fiemme_Fassa_trk 570",963.8,46.280456,11.549714
"Fiemme_Fassa_trk 571",963.5,46.280471,11.549844
"Fiemme_Fassa_trk 572",963.6,46.280484,11.550078
"Fiemme_Fassa_trk 573",964.8,46.280483,11.550507
"Fiemme_Fassa_trk 574",966.0,46.280506,11.551105
"Fiemme_Fassa_trk 575",967.1,46.280528,11.551703
"Fiemme_Fassa_trk 576",968.6,46.280543,11.552249
"Fiemme_Fassa_trk 577",969.3,46.280555,11.552535
"Fiemme_Fassa_trk 578",971.3,46.280552,11.553054
"Fiemme_Fassa_trk 579",971.3,46.280566,11.553262
"Fiemme_Fassa_trk 580",971.0,46.28058,11.553406
"Fiemme_Fassa_trk 581",970.3,46.280618,11.553745
"Fiemme_Fassa_trk 582",970.1,46.280633,11.553876
"Fiemme_Fassa_trk 583",970.6,46.280637,11.554084
"Fiemme_Fassa_trk 584",971.4,46.280633,11.554291
"Fiemme_Fassa_trk 585",972.6,46.280627,11.554563
"Fiemme_Fassa_trk 586",972.1,46.280657,11.554811
"Fiemme_Fassa_trk 587",971.1,46.280703,11.555164
"Fiemme_Fassa_trk 588",969.1,46.280761,11.555413
"Fiemme_Fassa_trk 589",965.1,46.280844,11.555703
"Fiemme_Fassa_trk 590",957.8,46.280988,11.556125
"Fiemme_Fassa_trk 591",954.2,46.281081,11.556376
"Fiemme_Fassa_trk 592",950.9,46.281226,11.556733
"Fiemme_Fassa_trk 593",950.9,46.281474,11.557329
"Fiemme_Fassa_trk 594",950.5,46.281601,11.557659
"Fiemme_Fassa_trk 595",948.4,46.281799,11.558084
"Fiemme_Fassa_trk 596",946.6,46.281927,11.558375
"Fiemme_Fassa_trk 597",946.4,46.281961,11.558494
"Fiemme_Fassa_trk 598",945.3,46.282072,11.558759
"Fiemme_Fassa_trk 599",947.3,46.282095,11.558928
"Fiemme_Fassa_trk 600",950.4,46.28209,11.559162
"Fiemme_Fassa_trk 601",951.8,46.282141,11.559307
"Fiemme_Fassa_trk 602",954.1,46.282243,11.559558
"Fiemme_Fassa_trk 603",954.7,46.282347,11.559745
"Fiemme_Fassa_trk 604",954.4,46.282461,11.559854
"Fiemme_Fassa_trk 605",954.4,46.28254,11.559975
"Fiemme_Fassa_trk 606",954.2,46.282601,11.560042
"Fiemme_Fassa_trk 607",954.4,46.28267,11.560188
"Fiemme_Fassa_trk 608",955.1,46.282694,11.560332
"Fiemme_Fassa_trk 609",955.1,46.28272,11.560372
"Fiemme_Fassa_trk 610",955.0,46.282729,11.560373
"Fiemme_Fassa_trk 611",955.8,46.282725,11.560529
"Fiemme_Fassa_trk 612",956.3,46.282723,11.560632
"Fiemme_Fassa_trk 613",956.4,46.282756,11.560764
"Fiemme_Fassa_trk 614",956.5,46.282847,11.561105
"Fiemme_Fassa_trk 615",956.6,46.282888,11.561289
"Fiemme_Fassa_trk 616",956.7,46.282904,11.561381
"Fiemme_Fassa_trk 617",956.9,46.282911,11.561485
"Fiemme_Fassa_trk 618",957.2,46.282918,11.561576
"Fiemme_Fassa_trk 619",957.4,46.282933,11.561681
"Fiemme_Fassa_trk 620",957.3,46.282959,11.561734
"Fiemme_Fassa_trk 621",957.0,46.283003,11.561788
"Fiemme_Fassa_trk 622",956.5,46.28309,11.561909
"Fiemme_Fassa_trk 623",956.4,46.283107,11.561935
"Fiemme_Fassa_trk 624",956.4,46.283124,11.562001
"Fiemme_Fassa_trk 625",956.5,46.283156,11.562171
"Fiemme_Fassa_trk 626",956.3,46.283182,11.562237
"Fiemme_Fassa_trk 627",956.0,46.283217,11.562291
"Fiemme_Fassa_trk 628",955.6,46.283261,11.562332
"Fiemme_Fassa_trk 629",955.0,46.283315,11.562335
"Fiemme_Fassa_trk 630",953.5,46.283458,11.562354
"Fiemme_Fassa_trk 631",953.0,46.283503,11.562369
"Fiemme_Fassa_trk 632",952.8,46.283529,11.562409
"Fiemme_Fassa_trk 633",952.7,46.283545,11.562501
"Fiemme_Fassa_trk 634",952.7,46.283552,11.562592
"Fiemme_Fassa_trk 635",952.8,46.283559,11.56267
"Fiemme_Fassa_trk 636",952.8,46.283567,11.562736
"Fiemme_Fassa_trk 637",953.0,46.283562,11.56293
"Fiemme_Fassa_trk 638",953.0,46.283569,11.563047
"Fiemme_Fassa_trk 639",953.0,46.283575,11.563152
"Fiemme_Fassa_trk 640",953.0,46.28358,11.563359
"Fiemme_Fassa_trk 641",953.0,46.283587,11.563425
"Fiemme_Fassa_trk 642",952.9,46.283604,11.56349
"Fiemme_Fassa_trk 643",952.6,46.283646,11.563609
"Fiemme_Fassa_trk 644",952.4,46.283697,11.563754
"Fiemme_Fassa_trk 645",952.8,46.28373,11.563886
"Fiemme_Fassa_trk 646",953.1,46.283755,11.563991
"Fiemme_Fassa_trk 647",953.4,46.283804,11.564188
"Fiemme_Fassa_trk 648",953.8,46.283827,11.564357
"Fiemme_Fassa_trk 649",954.4,46.283833,11.564514
"Fiemme_Fassa_trk 650",954.7,46.28384,11.564618
"Fiemme_Fassa_trk 651",954.7,46.283847,11.56467
"Fiemme_Fassa_trk 652",954.7,46.283855,11.564722
"Fiemme_Fassa_trk 653",954.2,46.283921,11.564998
"Fiemme_Fassa_trk 654",954.2,46.283937,11.565103
"Fiemme_Fassa_trk 655",954.3,46.283951,11.565246
"Fiemme_Fassa_trk 656",955.1,46.283963,11.565519
"Fiemme_Fassa_trk 657",956.3,46.283985,11.565754
"Fiemme_Fassa_trk 658",956.6,46.284001,11.565859
"Fiemme_Fassa_trk 659",957.0,46.28405,11.566055
"Fiemme_Fassa_trk 660",957.6,46.284082,11.566239
"Fiemme_Fassa_trk 661",959.2,46.28414,11.566475
"Fiemme_Fassa_trk 662",962.2,46.284274,11.566923
"Fiemme_Fassa_trk 663",963.8,46.284367,11.567187
"Fiemme_Fassa_trk 664",965.3,46.284451,11.56745
"Fiemme_Fassa_trk 665",967.7,46.284612,11.567873
"Fiemme_Fassa_trk 666",966.7,46.284707,11.568086
"Fiemme_Fassa_trk 667",965.3,46.284794,11.568219
"Fiemme_Fassa_trk 668",964.2,46.284906,11.568432
"Fiemme_Fassa_trk 669",963.8,46.284966,11.568565
"Fiemme_Fassa_trk 670",963.1,46.28507,11.568752
"Fiemme_Fassa_trk 671",962.4,46.285173,11.568977
"Fiemme_Fassa_trk 672",962.5,46.285232,11.569149
"Fiemme_Fassa_trk 673",963.1,46.285307,11.569399
"Fiemme_Fassa_trk 674",963.8,46.285391,11.569688
"Fiemme_Fassa_trk 675",964.0,46.285466,11.569938
"Fiemme_Fassa_trk 676",964.3,46.285541,11.570215
"Fiemme_Fassa_trk 677",964.5,46.285573,11.570372
"Fiemme_Fassa_trk 678",964.5,46.28559,11.570411
"Fiemme_Fassa_trk 679",964.1,46.285648,11.570635
"Fiemme_Fassa_trk 680",964.0,46.285696,11.570923
"Fiemme_Fassa_trk 681",964.4,46.2857,11.571144
"Fiemme_Fassa_trk 682",964.8,46.285688,11.571247
"Fiemme_Fassa_trk 683",964.5,46.285694,11.571429
"Fiemme_Fassa_trk 684",964.5,46.285682,11.571532
"Fiemme_Fassa_trk 685",965.1,46.285613,11.571802
"Fiemme_Fassa_trk 686",967.3,46.285495,11.572238
"Fiemme_Fassa_trk 687",972.7,46.285359,11.572673
"Fiemme_Fassa_trk 688",974.8,46.28531,11.572865
"Fiemme_Fassa_trk 689",975.4,46.28528,11.572993
"Fiemme_Fassa_trk 690",975.9,46.28524,11.573173
"Fiemme_Fassa_trk 691",976.4,46.285199,11.573418
"Fiemme_Fassa_trk 692",976.5,46.285192,11.573703
"Fiemme_Fassa_trk 693",979.1,46.285183,11.574118
"Fiemme_Fassa_trk 694",982.0,46.285174,11.574507
"Fiemme_Fassa_trk 695",987.8,46.285166,11.574884
"Fiemme_Fassa_trk 696",990.3,46.285163,11.575026
"Fiemme_Fassa_trk 697",991.9,46.285195,11.575196
"Fiemme_Fassa_trk 698",992.4,46.285262,11.575381
"Fiemme_Fassa_trk 699",994.2,46.28533,11.575592
"Fiemme_Fassa_trk 700",995.3,46.285389,11.575738
"Fiemme_Fassa_trk 701",995.2,46.285528,11.575965
"Fiemme_Fassa_trk 702",993.3,46.285668,11.576166
"Fiemme_Fassa_trk 703",988.1,46.285984,11.576532
"Fiemme_Fassa_trk 704",987.0,46.286106,11.576693
"Fiemme_Fassa_trk 705",987.0,46.286219,11.57688
"Fiemme_Fassa_trk 706",987.3,46.286358,11.577107
"Fiemme_Fassa_trk 707",988.7,46.286408,11.577253
"Fiemme_Fassa_trk 708",989.9,46.286459,11.577398
"Fiemme_Fassa_trk 709",995.0,46.286557,11.577831
"Fiemme_Fassa_trk 710",996.2,46.286649,11.578172
"Fiemme_Fassa_trk 711",997.1,46.286731,11.578514
"Fiemme_Fassa_trk 712",996.7,46.28679,11.578699
"Fiemme_Fassa_trk 713",996.5,46.286832,11.578817
"Fiemme_Fassa_trk 714",994.8,46.286902,11.578924
"Fiemme_Fassa_trk 715",989.9,46.287111,11.579207
"Fiemme_Fassa_trk 716",985.3,46.2874,11.579571
"Fiemme_Fassa_trk 717",982.8,46.287532,11.57972
"Fiemme_Fassa_trk 718",981.1,46.287628,11.579841
"Fiemme_Fassa_trk 719",977.1,46.28782,11.580084
"Fiemme_Fassa_trk 720",976.3,46.288038,11.580419
"Fiemme_Fassa_trk 721",979.1,46.288221,11.5807
"Fiemme_Fassa_trk 722",980.9,46.288298,11.580873
"Fiemme_Fassa_trk 723",982.7,46.288374,11.581058
"Fiemme_Fassa_trk 724",982.4,46.288497,11.581206
"Fiemme_Fassa_trk 725",982.3,46.288585,11.581314
"Fiemme_Fassa_trk 726",982.4,46.289022,11.581867
"Fiemme_Fassa_trk 727",978.9,46.289346,11.582272
"Fiemme_Fassa_trk 728",977.7,46.289591,11.582608
"Fiemme_Fassa_trk 729",979.8,46.289826,11.582957
"Fiemme_Fassa_trk 730",980.5,46.289948,11.583118
"Fiemme_Fassa_trk 731",981.0,46.290009,11.583199
"Fiemme_Fassa_trk 732",981.8,46.290079,11.583306
"Fiemme_Fassa_trk 733",982.5,46.290175,11.583415
"Fiemme_Fassa_trk 734",982.0,46.2903,11.583473
"Fiemme_Fassa_trk 735",981.4,46.290425,11.583517
"Fiemme_Fassa_trk 736",980.8,46.290576,11.583589
"Fiemme_Fassa_trk 737",980.4,46.290745,11.583714
"Fiemme_Fassa_trk 738",980.8,46.290858,11.583875
"Fiemme_Fassa_trk 739",981.3,46.29098,11.584063
"Fiemme_Fassa_trk 740",982.5,46.291144,11.584382
"Fiemme_Fassa_trk 741",983.5,46.291402,11.5849
"Fiemme_Fassa_trk 742",983.6,46.291505,11.585113
"Fiemme_Fassa_trk 743",983.6,46.291581,11.585324
"Fiemme_Fassa_trk 744",983.4,46.291613,11.585508
"Fiemme_Fassa_trk 745",983.0,46.291618,11.58569
"Fiemme_Fassa_trk 746",982.4,46.291601,11.586026
"Fiemme_Fassa_trk 747",980.0,46.291519,11.586892
"Fiemme_Fassa_trk 748",979.5,46.291476,11.587189
"Fiemme_Fassa_trk 749",978.5,46.291397,11.587899
"Fiemme_Fassa_trk 750",977.9,46.291329,11.588532
"Fiemme_Fassa_trk 751",977.7,46.291296,11.588752
"Fiemme_Fassa_trk 752",981.2,46.291245,11.589061
"Fiemme_Fassa_trk 753",984.3,46.291196,11.589201
"Fiemme_Fassa_trk 754",986.9,46.291158,11.589316
"Fiemme_Fassa_trk 755",986.9,46.291158,11.589316
"Fiemme_Fassa_trk 756",992.6,46.291089,11.589586
"Fiemme_Fassa_trk 757",999.8,46.291037,11.589856
"Fiemme_Fassa_trk 758",1005.9,46.291013,11.59014
"Fiemme_Fassa_trk 759",1006.4,46.291012,11.590166
"Fiemme_Fassa_trk 760",1007.8,46.291019,11.590258
"Fiemme_Fassa_trk 761",1007.8,46.291132,11.590457
"Fiemme_Fassa_trk 762",1008.1,46.291262,11.590672
"Fiemme_Fassa_trk 763",1006.1,46.291403,11.590808
"Fiemme_Fassa_trk 764",1003.1,46.291527,11.590879
"Fiemme_Fassa_trk 765",999.1,46.291696,11.591004
"Fiemme_Fassa_trk 766",996.6,46.29181,11.591113
"Fiemme_Fassa_trk 767",993.9,46.291941,11.591275
"Fiemme_Fassa_trk 768",991.7,46.292063,11.591475
"Fiemme_Fassa_trk 769",992.8,46.292182,11.591767
"Fiemme_Fassa_trk 770",994.0,46.292249,11.592003
"Fiemme_Fassa_trk 771",993.9,46.292335,11.592189
"Fiemme_Fassa_trk 772",993.7,46.292473,11.59243
"Fiemme_Fassa_trk 773",993.4,46.292691,11.592739
"Fiemme_Fassa_trk 774",993.5,46.292805,11.592887
"Fiemme_Fassa_trk 775",995.4,46.292899,11.593086
"Fiemme_Fassa_trk 776",997.9,46.293046,11.593378
"Fiemme_Fassa_trk 777",1000.3,46.293217,11.593763
"Fiemme_Fassa_trk 778",999.4,46.293304,11.59391
"Fiemme_Fassa_trk 779",996.7,46.293471,11.594073
"Fiemme_Fassa_trk 780",993.1,46.293648,11.594186
"Fiemme_Fassa_trk 781",990.3,46.293844,11.594273
"Fiemme_Fassa_trk 782",989.0,46.294049,11.594374
"Fiemme_Fassa_trk 783",988.0,46.294183,11.594432
"Fiemme_Fassa_trk 784",987.7,46.294279,11.59454
"Fiemme_Fassa_trk 785",988.6,46.294357,11.594687
"Fiemme_Fassa_trk 786",990.2,46.294443,11.59486
"Fiemme_Fassa_trk 787",991.8,46.294494,11.595005
"Fiemme_Fassa_trk 788",993.1,46.294572,11.595138
"Fiemme_Fassa_trk 789",994.8,46.294676,11.595286
"Fiemme_Fassa_trk 790",996.0,46.294808,11.595422
"Fiemme_Fassa_trk 791",996.6,46.294967,11.595547
"Fiemme_Fassa_trk 792",996.9,46.295153,11.595698
"Fiemme_Fassa_trk 793",997.1,46.295311,11.595862
"Fiemme_Fassa_trk 794",996.8,46.295391,11.595917
"Fiemme_Fassa_trk 795",996.2,46.295525,11.595962
"Fiemme_Fassa_trk 796",995.3,46.295677,11.596009
"Fiemme_Fassa_trk 797",995.1,46.29573,11.596037
"Fiemme_Fassa_trk 798",995.1,46.295748,11.596064
"Fiemme_Fassa_trk 799",995.4,46.295756,11.596116
"Fiemme_Fassa_trk 800",996.2,46.295726,11.596219
"Fiemme_Fassa_trk 801",997.2,46.295688,11.596308
"Fiemme_Fassa_trk 802",998.8,46.295649,11.596462
"Fiemme_Fassa_trk 803",1000.4,46.295636,11.596643
"Fiemme_Fassa_trk 804",1002.5,46.29563,11.596877
"Fiemme_Fassa_trk 805",1005.3,46.295614,11.597187
"Fiemme_Fassa_trk 806",1007.3,46.295591,11.597394
"Fiemme_Fassa_trk 807",1010.6,46.295557,11.59773
"Fiemme_Fassa_trk 808",1010.7,46.295626,11.59785
"Fiemme_Fassa_trk 809",1010.2,46.295688,11.597892
"Fiemme_Fassa_trk 810",1008.8,46.29584,11.597938
"Fiemme_Fassa_trk 811",1006.1,46.296091,11.597989
"Fiemme_Fassa_trk 812",1003.5,46.296316,11.597986
"Fiemme_Fassa_trk 813",1001.9,46.296569,11.597959
"Fiemme_Fassa_trk 814",1000.6,46.296776,11.59793
"Fiemme_Fassa_trk 815",999.8,46.296903,11.597897
"Fiemme_Fassa_trk 816",998.9,46.297012,11.597838
"Fiemme_Fassa_trk 817",998.3,46.29713,11.597804
"Fiemme_Fassa_trk 818",997.8,46.297265,11.597811
"Fiemme_Fassa_trk 819",997.6,46.297364,11.597829
"Fiemme_Fassa_trk 820",996.8,46.297518,11.597784
"Fiemme_Fassa_trk 821",996.2,46.2976,11.597723
"Fiemme_Fassa_trk 822",995.4,46.297701,11.597636
"Fiemme_Fassa_trk 823",995.2,46.297755,11.597626
"Fiemme_Fassa_trk 824",994.4,46.297962,11.597649
"Fiemme_Fassa_trk 825",993.6,46.298079,11.597641
"Fiemme_Fassa_trk 826",992.3,46.29826,11.597598
"Fiemme_Fassa_trk 827",991.3,46.298387,11.597565
"Fiemme_Fassa_trk 828",989.8,46.298585,11.597536
"Fiemme_Fassa_trk 829",988.7,46.298792,11.597558
"Fiemme_Fassa_trk 830",988.3,46.298926,11.597591
"Fiemme_Fassa_trk 831",988.2,46.299033,11.597661
"Fiemme_Fassa_trk 832",988.2,46.29913,11.59773
"Fiemme_Fassa_trk 833",987.9,46.299255,11.597788
"Fiemme_Fassa_trk 834",987.6,46.299362,11.597819
"Fiemme_Fassa_trk 835",986.7,46.29956,11.597841
"Fiemme_Fassa_trk 836",986.9,46.299541,11.597845
"Fiemme_Fassa_trk 837",989.4,46.300216,11.598107
"Fiemme_Fassa_trk 838",990.0,46.30061,11.598296
"Fiemme_Fassa_trk 839",990.1,46.301382,11.598545
"Fiemme_Fassa_trk 840",990.2,46.301528,11.598597
"Fiemme_Fassa_trk 841",990.1,46.301724,11.598717
"Fiemme_Fassa_trk 842",990.1,46.301853,11.598841
"Fiemme_Fassa_trk 843",991.5,46.302221,11.599469
"Fiemme_Fassa_trk 844",994.1,46.302731,11.600287
"Fiemme_Fassa_trk 845",995.1,46.302976,11.600517
"Fiemme_Fassa_trk 846",995.8,46.303271,11.600747
"Fiemme_Fassa_trk 847",996.5,46.303534,11.600851
"Fiemme_Fassa_trk 848",1000.5,46.304735,11.601351
"Fiemme_Fassa_trk 849",1001.0,46.304876,11.601445
"Fiemme_Fassa_trk 850",1003.9,46.305531,11.601742
"Fiemme_Fassa_trk 851",1004.6,46.305773,11.601732
"Fiemme_Fassa_trk 852",1005.6,46.306103,11.601632
"Fiemme_Fassa_trk 853",1006.5,46.306472,11.601566
"Fiemme_Fassa_trk 854",1008.0,46.30713,11.601548
"Fiemme_Fassa_trk 855",1008.1,46.307244,11.60152
"Fiemme_Fassa_trk 856",1008.2,46.307364,11.60146
"Fiemme_Fassa_trk 857",1008.1,46.307538,11.601329
"Fiemme_Fassa_trk 858",1008.0,46.307666,11.601212
"Fiemme_Fassa_trk 859",1007.7,46.30786,11.600985
"Fiemme_Fassa_trk 860",1007.7,46.307907,11.601031
"Fiemme_Fassa_trk 861",1007.9,46.308028,11.601103
"Fiemme_Fassa_trk 862",1008.1,46.308135,11.601164
"Fiemme_Fassa_trk 863",1009.0,46.308719,11.601479
"Fiemme_Fassa_trk 864",1010.2,46.309193,11.601737
"Fiemme_Fassa_trk 865",1010.8,46.309385,11.601801
"Fiemme_Fassa_trk 866",1010.6,46.3094,11.601684
"Fiemme_Fassa_trk 867",1009.7,46.309419,11.601171
"Fiemme_Fassa_trk 868",1008.3,46.309425,11.600346
"Fiemme_Fassa_trk 869",1007.0,46.309426,11.599605
"Fiemme_Fassa_trk 870",1007.0,46.309426,11.599578
"Fiemme_Fassa_trk 871",1005.0,46.309445,11.598965
"Fiemme_Fassa_trk 872",1004.9,46.309446,11.598931
"Fiemme_Fassa_trk 873",1003.1,46.309508,11.598053
"Fiemme_Fassa_trk 874",1001.8,46.309564,11.597426
"Fiemme_Fassa_trk 875",1001.1,46.309624,11.597089
"Fiemme_Fassa_trk 876",1001.0,46.309679,11.596902
"Fiemme_Fassa_trk 877",1001.4,46.309954,11.596293
"Fiemme_Fassa_trk 878",1003.7,46.310185,11.595714
"Fiemme_Fassa_trk 879",1003.7,46.310185,11.595714
"Fiemme_Fassa_trk 880",1004.0,46.310204,11.595656
"Fiemme_Fassa_trk 881",1004.2,46.310238,11.595698
"Fiemme_Fassa_trk 882",1004.2,46.310255,11.595737
"Fiemme_Fassa_trk 883",1004.2,46.310255,11.595737
"Fiemme_Fassa_trk 884",1004.5,46.310299,11.595752
"Fiemme_Fassa_trk 885",1004.9,46.310379,11.595795
"Fiemme_Fassa_trk 886",1006.5,46.310548,11.59592
"Fiemme_Fassa_trk 887",1008.1,46.310725,11.596032
"Fiemme_Fassa_trk 888",1009.5,46.310939,11.596133
"Fiemme_Fassa_trk 889",1010.4,46.311037,11.596151
"Fiemme_Fassa_trk 890",1012.5,46.311396,11.596207
"Fiemme_Fassa_trk 891",1014.0,46.311666,11.596207
"Fiemme_Fassa_trk 892",1016.5,46.312027,11.596185
"Fiemme_Fassa_trk 893",1016.7,46.312432,11.596165
"Fiemme_Fassa_trk 894",1017.2,46.312649,11.596136
"Fiemme_Fassa_trk 895",1025.9,46.313397,11.596081
"Fiemme_Fassa_trk 896",1028.8,46.313532,11.596061
